kpoint_index,kpoint_label,kpoint_distance,band_index,energy_eV,spin
15,,0.46561323023962026,26,-5.2225,1
15,,0.46561323023962026,27,-5.2073,1
15,,0.46561323023962026,28,-4.9478,1
15,,0.46561323023962026,29,-4.904,1
15,,0.46561323023962026,30,-4.7255,1
15,,0.46561323023962026,31,-3.2579,1
15,,0.46561323023962026,32,-3.2155,1
15,,0.46561323023962026,33,-3.099,1
15,,0.46561323023962026,34,-3.037,1
15,,0.46561323023962026,35,2.0674,1
15,,0.46561323023962026,36,2.2987,1
15,,0.46561323023962026,37,2.5952,1
15,,0.46561323023962026,38,2.902,1
15,,0.46561323023962026,39,3.009,1
15,,0.46561323023962026,40,3.179,1
15,,0.46561323023962026,41,3.2496,1
15,,0.46561323023962026,42,3.5439,1
15,,0.46561323023962026,1,-19.6791,-1
15,,0.46561323023962026,2,-19.3273,-1
15,,0.46561323023962026,3,-19.1043,-1
15,,0.46561323023962026,4,-19.0381,-1
15,,0.46561323023962026,5,-18.9594,-1
15,,0.46561323023962026,6,-18.939,-1
15,,0.46561323023962026,7,-9.3651,-1
15,,0.46561323023962026,8,-8.8569,-1
15,,0.46561323023962026,9,-8.6574,-1
15,,0.46561323023962026,10,-8.5281,-1
15,,0.46561323023962026,11,-8.2972,-1
15,,0.46561323023962026,12,-8.2623,-1
15,,0.46561323023962026,13,-8.1575,-1
15,,0.46561323023962026,14,-7.8404,-1
15,,0.46561323023962026,15,-7.6563,-1
15,,0.46561323023962026,16,-7.4253,-1
15,,0.46561323023962026,17,-7.0657,-1
15,,0.46561323023962026,18,-6.9209,-1
15,,0.46561323023962026,19,-6.8179,-1
15,,0.46561323023962026,20,-6.6768,-1
15,,0.46561323023962026,21,-6.5092,-1
15,,0.46561323023962026,22,-6.3266,-1
15,,0.46561323023962026,23,-6.1069,-1
15,,0.46561323023962026,24,-6.0464,-1
15,,0.46561323023962026,25,-2.7037,-1
15,,0.46561323023962026,26,-2.6517,-1
15,,0.46561323023962026,27,-2.4897,-1
15,,0.46561323023962026,28,-2.3097,-1
15,,0.46561323023962026,29,-2.2423,-1
15,,0.46561323023962026,30,-2.2198,-1
15,,0.46561323023962026,31,-1.5075,-1
15,,0.46561323023962026,32,-1.4238,-1
15,,0.46561323023962026,33,-1.3923,-1
15,,0.46561323023962026,34,-1.3669,-1
15,,0.46561323023962026,35,2.1399,-1
15,,0.46561323023962026,36,2.3479,-1
15,,0.46561323023962026,37,2.9197,-1
15,,0.46561323023962026,38,3.0376,-1
15,,0.46561323023962026,39,3.1051,-1
15,,0.46561323023962026,40,3.2648,-1
15,,0.46561323023962026,41,3.4541,-1
15,,0.46561323023962026,42,3.6278,-1
16,,0.496654113041964,1,-19.6553,1
16,,0.496654113041964,2,-19.3356,1
16,,0.496654113041964,3,-19.0774,1
16,,0.496654113041964,4,-19.0005,1
16,,0.496654113041964,5,-18.9404,1
16,,0.496654113041964,6,-18.9173,1
16,,0.496654113041964,7,-9.6012,1
16,,0.496654113041964,8,-9.0912,1
16,,0.496654113041964,9,-8.848,1
16,,0.496654113041964,10,-8.7559,1
16,,0.496654113041964,11,-8.6296,1
16,,0.496654113041964,12,-8.6166,1
16,,0.496654113041964,13,-8.4866,1
16,,0.496654113041964,14,-8.1256,1
16,,0.496654113041964,15,-7.9336,1
16,,0.496654113041964,16,-7.7806,1
16,,0.496654113041964,17,-7.3761,1
16,,0.496654113041964,18,-7.3259,1
16,,0.496654113041964,19,-6.9649,1
16,,0.496654113041964,20,-6.8498,1
16,,0.496654113041964,21,-6.557,1
16,,0.496654113041964,22,-6.5185,1
16,,0.496654113041964,23,-6.1894,1
16,,0.496654113041964,24,-6.1471,1
16,,0.496654113041964,25,-5.5024,1
16,,0.496654113041964,26,-5.2266,1
16,,0.496654113041964,27,-5.2018,1
16,,0.496654113041964,28,-4.9424,1
16,,0.496654113041964,29,-4.9096,1
16,,0.496654113041964,30,-4.7182,1
16,,0.496654113041964,31,-3.2663,1
16,,0.496654113041964,32,-3.2134,1
16,,0.496654113041964,33,-3.0916,1
16,,0.496654113041964,34,-3.0444,1
16,,0.496654113041964,35,2.1921,1
16,,0.496654113041964,36,2.3838,1
16,,0.496654113041964,37,2.5579,1
16,,0.496654113041964,38,2.9211,1
16,,0.496654113041964,39,3.0153,1
16,,0.496654113041964,40,3.0392,1
16,,0.496654113041964,41,3.1843,1
16,,0.496654113041964,42,3.4701,1
16,,0.496654113041964,1,-19.6561,-1
16,,0.496654113041964,2,-19.3515,-1
16,,0.496654113041964,3,-19.106,-1
16,,0.496654113041964,4,-19.0294,-1
16,,0.496654113041964,5,-18.9665,-1
16,,0.496654113041964,6,-18.9405,-1
16,,0.496654113041964,7,-9.3615,-1
16,,0.496654113041964,8,-8.8483,-1
16,,0.496654113041964,9,-8.6635,-1
16,,0.496654113041964,10,-8.516,-1
16,,0.496654113041964,11,-8.2898,-1
16,,0.496654113041964,12,-8.2729,-1
16,,0.496654113041964,13,-8.148,-1
16,,0.496654113041964,14,-7.8129,-1
16,,0.496654113041964,15,-7.6188,-1
16,,0.496654113041964,16,-7.4877,-1
16,,0.496654113041964,17,-7.099,-1
16,,0.496654113041964,18,-6.9203,-1
16,,0.496654113041964,19,-6.8529,-1
16,,0.496654113041964,20,-6.6458,-1
16,,0.496654113041964,21,-6.4941,-1
16,,0.496654113041964,22,-6.3332,-1
16,,0.496654113041964,23,-6.111,-1
16,,0.496654113041964,24,-6.0332,-1
16,,0.496654113041964,25,-2.7089,-1
16,,0.496654113041964,26,-2.6633,-1
16,,0.496654113041964,27,-2.4928,-1
16,,0.496654113041964,28,-2.3074,-1
16,,0.496654113041964,29,-2.2344,-1
16,,0.496654113041964,30,-2.2163,-1
16,,0.496654113041964,31,-1.5143,-1
16,,0.496654113041964,32,-1.42,-1
16,,0.496654113041964,33,-1.3865,-1
16,,0.496654113041964,34,-1.3738,-1
16,,0.496654113041964,35,2.2597,-1
16,,0.496654113041964,36,2.4358,-1
16,,0.496654113041964,37,2.9665,-1
16,,0.496654113041964,38,3.0072,-1
16,,0.496654113041964,39,3.037,-1
16,,0.496654113041964,40,3.1514,-1
16,,0.496654113041964,41,3.4,-1
16,,0.496654113041964,42,3.7212,-1
17,,0.5276949958443077,1,-19.6352,1
17,,0.5276949958443077,2,-19.3568,1
17,,0.5276949958443077,3,-19.0785,1
17,,0.5276949958443077,4,-18.9925,1
17,,0.5276949958443077,5,-18.9473,1
17,,0.5276949958443077,6,-18.9185,1
17,,0.5276949958443077,7,-9.5997,1
17,,0.5276949958443077,8,-9.0822,1
17,,0.5276949958443077,9,-8.8523,1
17,,0.5276949958443077,10,-8.755,1
17,,0.5276949958443077,11,-8.6275,1
17,,0.5276949958443077,12,-8.6129,1
17,,0.5276949958443077,13,-8.49,1
17,,0.5276949958443077,14,-8.0801,1
17,,0.5276949958443077,15,-7.8913,1
17,,0.5276949958443077,16,-7.8376,1
17,,0.5276949958443077,17,-7.3993,1
17,,0.5276949958443077,18,-7.3752,1
17,,0.5276949958443077,19,-6.9562,1
17,,0.5276949958443077,20,-6.8399,1
17,,0.5276949958443077,21,-6.5495,1
17,,0.5276949958443077,22,-6.498,1
17,,0.5276949958443077,23,-6.1877,1
17,,0.5276949958443077,24,-6.1541,1
17,,0.5276949958443077,25,-5.5109,1
17,,0.5276949958443077,26,-5.2295,1
17,,0.5276949958443077,27,-5.1978,1
17,,0.5276949958443077,28,-4.9373,1
17,,0.5276949958443077,29,-4.9152,1
17,,0.5276949958443077,30,-4.713,1
17,,0.5276949958443077,31,-3.2724,1
17,,0.5276949958443077,32,-3.2116,1
17,,0.5276949958443077,33,-3.0857,1
17,,0.5276949958443077,34,-3.0502,1
17,,0.5276949958443077,35,2.3192,1
17,,0.5276949958443077,36,2.4708,1
17,,0.5276949958443077,37,2.5308,1
17,,0.5276949958443077,38,2.834,1
17,,0.5276949958443077,39,2.8918,1
17,,0.5276949958443077,40,3.1347,1
17,,0.5276949958443077,41,3.1416,1
17,,0.5276949958443077,42,3.4768,1
17,,0.5276949958443077,1,-19.6366,-1
17,,0.5276949958443077,2,-19.3719,-1
17,,0.5276949958443077,3,-19.1072,-1
17,,0.5276949958443077,4,-19.0213,-1
17,,0.5276949958443077,5,-18.9734,-1
17,,0.5276949958443077,6,-18.9416,-1
17,,0.5276949958443077,7,-9.359,-1
17,,0.5276949958443077,8,-8.8412,-1
17,,0.5276949958443077,9,-8.6679,-1
17,,0.5276949958443077,10,-8.5043,-1
17,,0.5276949958443077,11,-8.3127,-1
17,,0.5276949958443077,12,-8.2529,-1
17,,0.5276949958443077,13,-8.1425,-1
17,,0.5276949958443077,14,-7.778,-1
17,,0.5276949958443077,15,-7.5888,-1
17,,0.5276949958443077,16,-7.5523,-1
17,,0.5276949958443077,17,-7.1202,-1
17,,0.5276949958443077,18,-6.9245,-1
17,,0.5276949958443077,19,-6.8776,-1
17,,0.5276949958443077,20,-6.6224,-1
17,,0.5276949958443077,21,-6.4818,-1
17,,0.5276949958443077,22,-6.3384,-1
17,,0.5276949958443077,23,-6.1147,-1
17,,0.5276949958443077,24,-6.0233,-1
17,,0.5276949958443077,25,-2.7129,-1
17,,0.5276949958443077,26,-2.6719,-1
17,,0.5276949958443077,27,-2.4952,-1
17,,0.5276949958443077,28,-2.3056,-1
17,,0.5276949958443077,29,-2.2289,-1
17,,0.5276949958443077,30,-2.2136,-1
17,,0.5276949958443077,31,-1.5192,-1
17,,0.5276949958443077,32,-1.4162,-1
17,,0.5276949958443077,33,-1.3822,-1
17,,0.5276949958443077,34,-1.3795,-1
17,,0.5276949958443077,35,2.3832,-1
17,,0.5276949958443077,36,2.5261,-1
17,,0.5276949958443077,37,2.8785,-1
17,,0.5276949958443077,38,2.9107,-1
17,,0.5276949958443077,39,3.0609,-1
17,,0.5276949958443077,40,3.1677,-1
17,,0.5276949958443077,41,3.3573,-1
17,,0.5276949958443077,42,3.7211,-1
18,,0.5587358786466514,1,-19.6213,1
18,,0.5587358786466514,2,-19.3713,1
18,,0.5587358786466514,3,-19.0793,1
18,,0.5587358786466514,4,-18.986,1
18,,0.5587358786466514,5,-18.9532,1
18,,0.5587358786466514,6,-18.9192,1
18,,0.5587358786466514,7,-9.599,1
18,,0.5587358786466514,8,-9.0762,1
18,,0.5587358786466514,9,-8.8549,1
18,,0.5587358786466514,10,-8.7541,1
18,,0.5587358786466514,11,-8.6344,1
18,,0.5587358786466514,12,-8.6016,1
18,,0.5587358786466514,13,-8.493,1
18,,0.5587358786466514,14,-8.033,1
18,,0.5587358786466514,15,-7.8936,1
18,,0.5587358786466514,16,-7.8608,1
18,,0.5587358786466514,17,-7.4126,1
18,,0.5587358786466514,18,-7.41,1
18,,0.5587358786466514,19,-6.9512,1
18,,0.5587358786466514,20,-6.8336,1
18,,0.5587358786466514,21,-6.5443,1
18,,0.5587358786466514,22,-6.4836,1
18,,0.5587358786466514,23,-6.188,1
18,,0.5587358786466514,24,-6.1585,1
18,,0.5587358786466514,25,-5.5163,1
18,,0.5587358786466514,26,-5.2313,1
18,,0.5587358786466514,27,-5.1954,1
18,,0.5587358786466514,28,-4.9323,1
18,,0.5587358786466514,29,-4.9206,1
18,,0.5587358786466514,30,-4.7099,1
18,,0.5587358786466514,31,-3.2761,1
18,,0.5587358786466514,32,-3.2104,1
18,,0.5587358786466514,33,-3.0819,1
18,,0.5587358786466514,34,-3.0538,1
18,,0.5587358786466514,35,2.4412,1
18,,0.5587358786466514,36,2.5202,1
18,,0.5587358786466514,37,2.5575,1
18,,0.5587358786466514,38,2.7479,1
18,,0.5587358786466514,39,2.753,1
18,,0.5587358786466514,40,3.1039,1
18,,0.5587358786466514,41,3.2696,1
18,,0.5587358786466514,42,3.5304,1
18,,0.5587358786466514,1,-19.623,-1
18,,0.5587358786466514,2,-19.386,-1
18,,0.5587358786466514,3,-19.1079,-1
18,,0.5587358786466514,4,-19.0149,-1
18,,0.5587358786466514,5,-18.9792,-1
18,,0.5587358786466514,6,-18.9422,-1
18,,0.5587358786466514,7,-9.3576,-1
18,,0.5587358786466514,8,-8.8365,-1
18,,0.5587358786466514,9,-8.6706,-1
18,,0.5587358786466514,10,-8.4952,-1
18,,0.5587358786466514,11,-8.3286,-1
18,,0.5587358786466514,12,-8.2397,-1
18,,0.5587358786466514,13,-8.1398,-1
18,,0.5587358786466514,14,-7.7369,-1
18,,0.5587358786466514,15,-7.6134,-1
18,,0.5587358786466514,16,-7.569,-1
18,,0.5587358786466514,17,-7.132,-1
18,,0.5587358786466514,18,-6.9322,-1
18,,0.5587358786466514,19,-6.8892,-1
18,,0.5587358786466514,20,-6.6079,-1
18,,0.5587358786466514,21,-6.4738,-1
18,,0.5587358786466514,22,-6.3418,-1
18,,0.5587358786466514,23,-6.1174,-1
18,,0.5587358786466514,24,-6.0171,-1
18,,0.5587358786466514,25,-2.7153,-1
18,,0.5587358786466514,26,-2.6771,-1
18,,0.5587358786466514,27,-2.4968,-1
18,,0.5587358786466514,28,-2.3045,-1
18,,0.5587358786466514,29,-2.2257,-1
18,,0.5587358786466514,30,-2.2118,-1
18,,0.5587358786466514,31,-1.5221,-1
18,,0.5587358786466514,32,-1.4132,-1
18,,0.5587358786466514,33,-1.3844,-1
18,,0.5587358786466514,34,-1.3787,-1
18,,0.5587358786466514,35,2.5095,-1
18,,0.5587358786466514,36,2.6173,-1
18,,0.5587358786466514,37,2.7634,-1
18,,0.5587358786466514,38,2.8162,-1
18,,0.5587358786466514,39,3.0239,-1
18,,0.5587358786466514,40,3.294,-1
18,,0.5587358786466514,41,3.3307,-1
18,,0.5587358786466514,42,3.5722,-1
19,M,0.589776761448995,1,-19.6162,1
19,M,0.589776761448995,2,-19.3766,1
19,M,0.589776761448995,3,-19.0795,1
19,M,0.589776761448995,4,-18.9831,1
19,M,0.589776761448995,5,-18.9558,1
19,M,0.589776761448995,6,-18.9194,1
19,M,0.589776761448995,7,-9.5988,1
19,M,0.589776761448995,8,-9.0742,1
19,M,0.589776761448995,9,-8.8558,1
19,M,0.589776761448995,10,-8.7537,1
19,M,0.589776761448995,11,-8.6368,1
19,M,0.589776761448995,12,-8.5975,1
19,M,0.589776761448995,13,-8.4942,1
19,M,0.589776761448995,14,-8.003,1
19,M,0.589776761448995,15,-7.927,1
19,M,0.589776761448995,16,-7.8494,1
19,M,0.589776761448995,17,-7.4228,1
19,M,0.589776761448995,18,-7.4169,1
19,M,0.589776761448995,19,-6.9496,1
19,M,0.589776761448995,20,-6.8315,1
19,M,0.589776761448995,21,-6.5425,1
19,M,0.589776761448995,22,-6.4784,1
19,M,0.589776761448995,23,-6.1886,1
19,M,0.589776761448995,24,-6.1599,1
19,M,0.589776761448995,25,-5.5181,1
19,M,0.589776761448995,26,-5.2318,1
19,M,0.589776761448995,27,-5.1945,1
19,M,0.589776761448995,28,-4.9289,1
19,M,0.589776761448995,29,-4.9241,1
19,M,0.589776761448995,30,-4.7089,1
19,M,0.589776761448995,31,-3.2774,1
19,M,0.589776761448995,32,-3.21,1
19,M,0.589776761448995,33,-3.0806,1
19,M,0.589776761448995,34,-3.0551,1
19,M,0.589776761448995,35,2.4877,1
19,M,0.589776761448995,36,2.5625,1
19,M,0.589776761448995,37,2.6212,1
19,M,0.589776761448995,38,2.6549,1
19,M,0.589776761448995,39,2.6845,1
19,M,0.589776761448995,40,3.0936,1
19,M,0.589776761448995,41,3.3821,1
19,M,0.589776761448995,42,3.4253,1
19,M,0.589776761448995,1,-19.6181,-1
19,M,0.589776761448995,2,-19.3912,-1
19,M,0.589776761448995,3,-19.1082,-1
19,M,0.589776761448995,4,-19.0121,-1
19,M,0.589776761448995,5,-18.9817,-1
19,M,0.589776761448995,6,-18.9425,-1
19,M,0.589776761448995,7,-9.3572,-1
19,M,0.589776761448995,8,-8.8348,-1
19,M,0.589776761448995,9,-8.6715,-1
19,M,0.589776761448995,10,-8.4917,-1
19,M,0.589776761448995,11,-8.3344,-1
19,M,0.589776761448995,12,-8.2351,-1
19,M,0.589776761448995,13,-8.139,-1
19,M,0.589776761448995,14,-7.7055,-1
19,M,0.589776761448995,15,-7.6518,-1
19,M,0.589776761448995,16,-7.562,-1
19,M,0.589776761448995,17,-7.1358,-1
19,M,0.589776761448995,18,-6.9362,-1
19,M,0.589776761448995,19,-6.8921,-1
19,M,0.589776761448995,20,-6.6029,-1
19,M,0.589776761448995,21,-6.471,-1
19,M,0.589776761448995,22,-6.343,-1
19,M,0.589776761448995,23,-6.1183,-1
19,M,0.589776761448995,24,-6.015,-1
19,M,0.589776761448995,25,-2.7162,-1
19,M,0.589776761448995,26,-2.6789,-1
19,M,0.589776761448995,27,-2.4973,-1
19,M,0.589776761448995,28,-2.3041,-1
19,M,0.589776761448995,29,-2.2247,-1
19,M,0.589776761448995,30,-2.2112,-1
19,M,0.589776761448995,31,-1.5231,-1
19,M,0.589776761448995,32,-1.4119,-1
19,M,0.589776761448995,33,-1.3861,-1
19,M,0.589776761448995,34,-1.3778,-1
19,M,0.589776761448995,35,2.6329,-1
19,M,0.589776761448995,36,2.6418,-1
19,M,0.589776761448995,37,2.6876,-1
19,M,0.589776761448995,38,2.7448,-1
19,M,0.589776761448995,39,3.0126,-1
19,M,0.589776761448995,40,3.3215,-1
19,M,0.589776761448995,41,3.4252,-1
19,M,0.589776761448995,42,3.4341,-1
20,M,0.589776761448995,1,-19.6162,1
20,M,0.589776761448995,2,-19.3766,1
20,M,0.589776761448995,3,-19.0795,1
20,M,0.589776761448995,4,-18.9831,1
20,M,0.589776761448995,5,-18.9558,1
20,M,0.589776761448995,6,-18.9194,1
20,M,0.589776761448995,7,-9.5988,1
20,M,0.589776761448995,8,-9.0742,1
20,M,0.589776761448995,9,-8.8558,1
20,M,0.589776761448995,10,-8.7537,1
20,M,0.589776761448995,11,-8.6368,1
20,M,0.589776761448995,12,-8.5975,1
20,M,0.589776761448995,13,-8.4942,1
20,M,0.589776761448995,14,-8.003,1
20,M,0.589776761448995,15,-7.927,1
20,M,0.589776761448995,16,-7.8494,1
20,M,0.589776761448995,17,-7.4228,1
20,M,0.589776761448995,18,-7.4169,1
20,M,0.589776761448995,19,-6.9496,1
20,M,0.589776761448995,20,-6.8315,1
20,M,0.589776761448995,21,-6.5425,1
20,M,0.589776761448995,22,-6.4784,1
20,M,0.589776761448995,23,-6.1886,1
20,M,0.589776761448995,24,-6.1599,1
20,M,0.589776761448995,25,-5.5181,1
20,M,0.589776761448995,26,-5.2318,1
20,M,0.589776761448995,27,-5.1945,1
20,M,0.589776761448995,28,-4.9289,1
20,M,0.589776761448995,29,-4.9241,1
20,M,0.589776761448995,30,-4.7089,1
20,M,0.589776761448995,31,-3.2774,1
20,M,0.589776761448995,32,-3.21,1
20,M,0.589776761448995,33,-3.0806,1
20,M,0.589776761448995,34,-3.0551,1
20,M,0.589776761448995,35,2.4877,1
20,M,0.589776761448995,36,2.5625,1
20,M,0.589776761448995,37,2.6212,1
20,M,0.589776761448995,38,2.6549,1
20,M,0.589776761448995,39,2.6845,1
20,M,0.589776761448995,40,3.0935,1
20,M,0.589776761448995,41,3.378,1
20,M,0.589776761448995,42,3.4253,1
20,M,0.589776761448995,1,-19.6181,-1
20,M,0.589776761448995,2,-19.3912,-1
20,M,0.589776761448995,3,-19.1082,-1
20,M,0.589776761448995,4,-19.0121,-1
20,M,0.589776761448995,5,-18.9817,-1
20,M,0.589776761448995,6,-18.9425,-1
20,M,0.589776761448995,7,-9.3572,-1
20,M,0.589776761448995,8,-8.8348,-1
20,M,0.589776761448995,9,-8.6715,-1
20,M,0.589776761448995,10,-8.4917,-1
20,M,0.589776761448995,11,-8.3344,-1
20,M,0.589776761448995,12,-8.2351,-1
20,M,0.589776761448995,13,-8.139,-1
20,M,0.589776761448995,14,-7.7055,-1
20,M,0.589776761448995,15,-7.6518,-1
20,M,0.589776761448995,16,-7.562,-1
20,M,0.589776761448995,17,-7.1358,-1
20,M,0.589776761448995,18,-6.9362,-1
20,M,0.589776761448995,19,-6.8921,-1
20,M,0.589776761448995,20,-6.6029,-1
20,M,0.589776761448995,21,-6.471,-1
20,M,0.589776761448995,22,-6.343,-1
20,M,0.589776761448995,23,-6.1183,-1
20,M,0.589776761448995,24,-6.015,-1
20,M,0.589776761448995,25,-2.7162,-1
20,M,0.589776761448995,26,-2.6789,-1
20,M,0.589776761448995,27,-2.4973,-1
20,M,0.589776761448995,28,-2.3041,-1
20,M,0.589776761448995,29,-2.2247,-1
20,M,0.589776761448995,30,-2.2112,-1
20,M,0.589776761448995,31,-1.5231,-1
20,M,0.589776761448995,32,-1.4119,-1
20,M,0.589776761448995,33,-1.3861,-1
20,M,0.589776761448995,34,-1.3778,-1
20,M,0.589776761448995,35,2.6329,-1
20,M,0.589776761448995,36,2.6418,-1
20,M,0.589776761448995,37,2.6876,-1
20,M,0.589776761448995,38,2.7448,-1
20,M,0.589776761448995,39,3.0126,-1
20,M,0.589776761448995,40,3.3214,-1
20,M,0.589776761448995,41,3.4252,-1
20,M,0.589776761448995,42,3.4341,-1
21,,0.607689670390146,1,-19.6158,1
21,,0.607689670390146,2,-19.3768,1
21,,0.607689670390146,3,-19.0798,1
21,,0.607689670390146,4,-18.9831,1
21,,0.607689670390146,5,-18.9557,1
21,,0.607689670390146,6,-18.9194,1
21,,0.607689670390146,7,-9.5974,1
21,,0.607689670390146,8,-9.0745,1
21,,0.607689670390146,9,-8.8558,1
21,,0.607689670390146,10,-8.7545,1
21,,0.607689670390146,11,-8.6388,1
21,,0.607689670390146,12,-8.5954,1
21,,0.607689670390146,13,-8.494,1
21,,0.607689670390146,14,-8.0035,1
21,,0.607689670390146,15,-7.9475,1
21,,0.607689670390146,16,-7.8283,1
21,,0.607689670390146,17,-7.437,1
21,,0.607689670390146,18,-7.4006,1
21,,0.607689670390146,19,-6.9503,1
21,,0.607689670390146,20,-6.8321,1
21,,0.607689670390146,21,-6.5418,1
21,,0.607689670390146,22,-6.478,1
21,,0.607689670390146,23,-6.1894,1
21,,0.607689670390146,24,-6.1632,1
21,,0.607689670390146,25,-5.5172,1
21,,0.607689670390146,26,-5.2309,1
21,,0.607689670390146,27,-5.1939,1
21,,0.607689670390146,28,-4.9287,1
21,,0.607689670390146,29,-4.9243,1
21,,0.607689670390146,30,-4.7095,1
21,,0.607689670390146,31,-3.2774,1
21,,0.607689670390146,32,-3.2099,1
21,,0.607689670390146,33,-3.0844,1
21,,0.607689670390146,34,-3.051,1
21,,0.607689670390146,35,2.4877,1
21,,0.607689670390146,36,2.5606,1
21,,0.607689670390146,37,2.6235,1
21,,0.607689670390146,38,2.6548,1
21,,0.607689670390146,39,2.6861,1
21,,0.607689670390146,40,3.0941,1
21,,0.607689670390146,41,3.3778,1
21,,0.607689670390146,42,3.4264,1
21,,0.607689670390146,1,-19.6177,-1
21,,0.607689670390146,2,-19.3913,-1
21,,0.607689670390146,3,-19.1085,-1
21,,0.607689670390146,4,-19.012,-1
21,,0.607689670390146,5,-18.9817,-1
21,,0.607689670390146,6,-18.9425,-1
21,,0.607689670390146,7,-9.3559,-1
21,,0.607689670390146,8,-8.8352,-1
21,,0.607689670390146,9,-8.6711,-1
21,,0.607689670390146,10,-8.4923,-1
21,,0.607689670390146,11,-8.3354,-1
21,,0.607689670390146,12,-8.2348,-1
21,,0.607689670390146,13,-8.1387,-1
21,,0.607689670390146,14,-7.713,-1
21,,0.607689670390146,15,-7.6533,-1
21,,0.607689670390146,16,-7.5537,-1
21,,0.607689670390146,17,-7.137,-1
21,,0.607689670390146,18,-6.9341,-1
21,,0.607689670390146,19,-6.8907,-1
21,,0.607689670390146,20,-6.6039,-1
21,,0.607689670390146,21,-6.4702,-1
21,,0.607689670390146,22,-6.3428,-1
21,,0.607689670390146,23,-6.1186,-1
21,,0.607689670390146,24,-6.0163,-1
21,,0.607689670390146,25,-2.716,-1
21,,0.607689670390146,26,-2.6786,-1
21,,0.607689670390146,27,-2.4974,-1
21,,0.607689670390146,28,-2.305,-1
21,,0.607689670390146,29,-2.2243,-1
21,,0.607689670390146,30,-2.2113,-1
21,,0.607689670390146,31,-1.5228,-1
21,,0.607689670390146,32,-1.4127,-1
21,,0.607689670390146,33,-1.3862,-1
21,,0.607689670390146,34,-1.3765,-1
21,,0.607689670390146,35,2.6309,-1
21,,0.607689670390146,36,2.6423,-1
21,,0.607689670390146,37,2.6906,-1
21,,0.607689670390146,38,2.7457,-1
21,,0.607689670390146,39,3.0113,-1
21,,0.607689670390146,40,3.3242,-1
21,,0.607689670390146,41,3.4263,-1
21,,0.607689670390146,42,3.4352,-1
22,,0.6256025793312969,1,-19.6146,1
22,,0.6256025793312969,2,-19.3774,1
22,,0.6256025793312969,3,-19.0808,1
22,,0.6256025793312969,4,-18.9828,1
22,,0.6256025793312969,5,-18.9557,1
22,,0.6256025793312969,6,-18.9195,1
22,,0.6256025793312969,7,-9.5934,1
22,,0.6256025793312969,8,-9.0754,1
22,,0.6256025793312969,9,-8.8561,1
22,,0.6256025793312969,10,-8.7569,1
22,,0.6256025793312969,11,-8.644,1
22,,0.6256025793312969,12,-8.5899,1
22,,0.6256025793312969,13,-8.4933,1
22,,0.6256025793312969,14,-8.0051,1
22,,0.6256025793312969,15,-7.9855,1
22,,0.6256025793312969,16,-7.7887,1
22,,0.6256025793312969,17,-7.4515,1
22,,0.6256025793312969,18,-7.3799,1
22,,0.6256025793312969,19,-6.9522,1
22,,0.6256025793312969,20,-6.8339,1
22,,0.6256025793312969,21,-6.5397,1
22,,0.6256025793312969,22,-6.4771,1
22,,0.6256025793312969,23,-6.1917,1
22,,0.6256025793312969,24,-6.1731,1
22,,0.6256025793312969,25,-5.5146,1
22,,0.6256025793312969,26,-5.228,1
22,,0.6256025793312969,27,-5.1919,1
22,,0.6256025793312969,28,-4.9282,1
22,,0.6256025793312969,29,-4.9248,1
22,,0.6256025793312969,30,-4.7114,1
22,,0.6256025793312969,31,-3.2774,1
22,,0.6256025793312969,32,-3.2096,1
22,,0.6256025793312969,33,-3.0922,1
22,,0.6256025793312969,34,-3.0422,1
22,,0.6256025793312969,35,2.4876,1
22,,0.6256025793312969,36,2.5558,1
22,,0.6256025793312969,37,2.6299,1
22,,0.6256025793312969,38,2.6549,1
22,,0.6256025793312969,39,2.6907,1
22,,0.6256025793312969,40,3.0961,1
22,,0.6256025793312969,41,3.3819,1
22,,0.6256025793312969,42,3.4299,1
22,,0.6256025793312969,1,-19.6166,-1
22,,0.6256025793312969,2,-19.3918,-1
22,,0.6256025793312969,3,-19.1095,-1
22,,0.6256025793312969,4,-19.0118,-1
22,,0.6256025793312969,5,-18.9816,-1
22,,0.6256025793312969,6,-18.9426,-1
22,,0.6256025793312969,7,-9.352,-1
22,,0.6256025793312969,8,-8.8364,-1
22,,0.6256025793312969,9,-8.6702,-1
22,,0.6256025793312969,10,-8.4939,-1
22,,0.6256025793312969,11,-8.3384,-1
22,,0.6256025793312969,12,-8.234,-1
22,,0.6256025793312969,13,-8.1379,-1
22,,0.6256025793312969,14,-7.7315,-1
22,,0.6256025793312969,15,-7.6577,-1
22,,0.6256025793312969,16,-7.5328,-1
22,,0.6256025793312969,17,-7.1405,-1
22,,0.6256025793312969,18,-6.9284,-1
22,,0.6256025793312969,19,-6.8865,-1
22,,0.6256025793312969,20,-6.6067,-1
22,,0.6256025793312969,21,-6.4678,-1
22,,0.6256025793312969,22,-6.3423,-1
22,,0.6256025793312969,23,-6.1194,-1
22,,0.6256025793312969,24,-6.0203,-1
22,,0.6256025793312969,25,-2.7154,-1
22,,0.6256025793312969,26,-2.6779,-1
22,,0.6256025793312969,27,-2.4975,-1
22,,0.6256025793312969,28,-2.3077,-1
22,,0.6256025793312969,29,-2.2234,-1
22,,0.6256025793312969,30,-2.2115,-1
22,,0.6256025793312969,31,-1.522,-1
