k,band_up_0,band_up_1,band_up_2,band_up_3,band_up_4,band_up_5,band_up_6,band_up_7,band_up_8,band_up_9,band_up_10,band_up_11,band_up_12,band_up_13,band_up_14,band_up_15,band_up_16,band_up_17,band_up_18,band_up_19,band_up_20,band_up_21,band_up_22,band_up_23,band_up_24,band_up_25,band_up_26,band_up_27,band_up_28,band_up_29,band_up_30,band_up_31,band_up_32,band_up_33,band_up_34,band_up_35,band_up_36,band_up_37,band_up_38,band_up_39,band_up_40,band_up_41,band_up_42,band_up_43,band_up_44,band_up_45,band_up_46,band_up_47,band_up_48,band_up_49,band_up_50,band_up_51,band_up_52,band_up_53,band_up_54,band_up_55,band_up_56,band_up_57,band_up_58,band_up_59,band_up_60,band_up_61,band_up_62,band_up_63,band_down_0,band_down_1,band_down_2,band_down_3,band_down_4,band_down_5,band_down_6,band_down_7,band_down_8,band_down_9,band_down_10,band_down_11,band_down_12,band_down_13,band_down_14,band_down_15,band_down_16,band_down_17,band_down_18,band_down_19,band_down_20,band_down_21,band_down_22,band_down_23,band_down_24,band_down_25,band_down_26,band_down_27,band_down_28,band_down_29,band_down_30,band_down_31,band_down_32,band_down_33,band_down_34,band_down_35,band_down_36,band_down_37,band_down_38,band_down_39,band_down_40,band_down_41,band_down_42,band_down_43,band_down_44,band_down_45,band_down_46,band_down_47,band_down_48,band_down_49,band_down_50,band_down_51,band_down_52,band_down_53,band_down_54,band_down_55,band_down_56,band_down_57,band_down_58,band_down_59,band_down_60,band_down_61,band_down_62,band_down_63
0.0,-15.72553813,-14.89643813,-14.83063813,-14.830238129999998,-14.68303813,-14.68293813,-5.47763813,-4.990238130000001,-4.555838130000001,-4.55163813,-4.495338130000001,-4.48833813,-4.178338130000001,-4.17483813,-4.09253813,-3.3440381300000004,-3.3405381300000005,-3.3364381300000003,-2.5005381300000007,-2.23593813,-2.19173813,-2.18673813,-1.9365381300000006,-1.9338381300000007,-1.3363381300000006,-0.9805381300000002,-0.9801381300000003,-0.8509381300000003,-0.7326381300000007,-0.7313381300000001,0.9698618699999995,0.9718618699999997,1.2644618699999994,1.2645618699999996,5.13916187,5.78246187,6.222061869999999,6.71956187,6.911961869999999,7.19356187,7.19956187,8.26746187,8.682461870000001,8.69186187,8.78116187,8.84676187,8.85636187,8.97956187,9.31736187,9.52396187,9.52686187,9.71026187,9.71906187,10.12986187,10.13236187,10.13876187,10.44836187,10.55026187,10.55646187,11.08156187,11.082961869999998,11.12426187,11.12466187,11.48196187,-15.717438129999998,-14.926238129999998,-14.859238129999998,-14.858738129999999,-14.707838129999999,-14.70773813,-5.241638130000001,-4.721938130000001,-4.35793813,-4.353838130000001,-4.19463813,-4.186838130000001,-4.054238130000001,-3.6804381300000006,-3.6766381300000006,-3.1074381300000002,-2.94093813,-2.93753813,-2.4580381300000003,-2.23933813,-2.0071381300000004,-2.001638130000001,-1.8627381300000003,-1.8601381300000002,1.6217618699999994,1.6699618699999994,1.6702618699999996,1.7794618699999996,1.9087618699999997,1.9096618699999994,2.7582618699999997,2.7600618699999995,2.9112618699999997,2.9117618699999994,5.281061869999999,5.81316187,6.25086187,6.90856187,7.065361869999999,7.29006187,7.8545618699999995,8.35386187,8.96946187,8.97876187,8.997361869999999,9.104061869999999,9.113861870000001,9.12786187,9.42446187,9.524761869999999,9.60456187,9.72816187,9.73756187,10.290161869999999,10.293161869999999,10.45256187,10.51686187,10.82236187,10.829761869999999,11.14786187,11.15006187,11.19236187,11.19276187,11.49546187
0.0310408828023437,-15.72423813,-14.89603813,-14.83203813,-14.83073813,-14.68313813,-14.68313813,-5.477338130000001,-4.98963813,-4.5543381300000005,-4.55013813,-4.496138130000001,-4.490038130000001,-4.17803813,-4.17493813,-4.094638130000001,-3.35023813,-3.3370381300000007,-3.32283813,-2.501238130000001,-2.2505381300000007,-2.1946381300000004,-2.1733381300000003,-1.9439381300000003,-1.93793813,-1.3339381300000008,-0.9811381300000006,-0.9796381300000006,-0.8496381300000007,-0.7311381300000006,-0.7298381300000001,0.9699618699999997,0.9721618699999994,1.2615618699999995,1.2640618699999995,5.145761869999999,5.7863618699999995,6.226161869999999,6.72786187,6.91676187,7.19786187,7.199161869999999,8.270161869999999,8.62346187,8.66246187,8.826561869999999,8.83376187,8.863261869999999,8.98256187,9.311361869999999,9.54036187,9.552461869999998,9.70146187,9.70986187,10.11356187,10.13486187,10.13576187,10.45046187,10.540061869999999,10.550661869999999,11.04996187,11.056861869999999,11.088861869999999,11.10536187,11.383161869999999,-15.716138130000001,-14.925838129999999,-14.860438129999999,-14.859238129999998,-14.708038129999998,-14.707938129999999,-5.24143813,-4.72143813,-4.35633813,-4.352038130000001,-4.20093813,-4.18953813,-4.04553813,-3.68143813,-3.6779381300000002,-3.1027381300000005,-2.9397381300000003,-2.93643813,-2.4574381300000008,-2.2404381300000002,-2.0081381300000007,-2.0007381300000002,-1.8686381300000008,-1.86323813,1.6170618699999997,1.6710618699999995,1.6763618699999996,1.7783618699999995,1.9083618699999998,1.9102618699999998,2.7582618699999997,2.7601618699999997,2.9087618699999993,2.9112618699999997,5.28706187,5.81706187,6.254861869999999,6.9155618699999994,7.070461869999999,7.296061869999999,7.85296187,8.357261869999999,8.918161869999999,8.93446187,8.99946187,9.08076187,9.11266187,9.18156187,9.41706187,9.553861869999999,9.63686187,9.72346187,9.73146187,10.28776187,10.296161869999999,10.42816187,10.52136187,10.81076187,10.81816187,11.12326187,11.126961869999999,11.15706187,11.172661869999999,11.363261869999999
0.0620817656046874,-15.720338129999998,-14.89473813,-14.83663813,-14.831638129999998,-14.683838129999998,-14.683638129999999,-5.47623813,-4.987738130000001,-4.554938130000001,-4.540438130000001,-4.50053813,-4.492538130000001,-4.179238130000001,-4.17343813,-4.10033813,-3.3573381300000005,-3.3195381300000006,-3.3010381300000002,-2.50343813,-2.2768381300000007,-2.2061381300000003,-2.1473381300000005,-1.9701381300000005,-1.9449381300000006,-1.3268381300000005,-0.9835381300000003,-0.9779381300000001,-0.8456381300000002,-0.7276381300000008,-0.72453813,0.9701618699999996,0.9730618699999996,1.2524618699999994,1.2625618699999994,5.16536187,5.797861869999999,6.238361869999999,6.752461869999999,6.9311618699999995,7.197661869999999,7.210661869999999,8.277761869999999,8.52586187,8.60006187,8.76296187,8.85206187,8.93626187,8.991261869999999,9.293261869999998,9.58326187,9.60696187,9.68296187,9.69126187,10.04876187,10.14156187,10.143761869999999,10.45386187,10.51096187,10.53966187,10.93086187,10.96766187,11.003361869999999,11.06836187,11.22516187,-15.71233813,-14.924438129999999,-14.864838129999999,-14.860238129999999,-14.70863813,-14.708438130000001,-5.24063813,-4.72013813,-4.35703813,-4.341538130000001,-4.21833813,-4.19473813,-4.023538130000001,-3.686838130000001,-3.6794381300000003,-3.0889381300000007,-2.93943813,-2.9297381300000005,-2.4556381300000005,-2.2434381300000004,-2.0127381300000007,-1.99703813,-1.8903381300000008,-1.86783813,1.6070618699999994,1.6738618699999996,1.6903618699999994,1.7752618699999996,1.9069618699999995,1.9122618699999996,2.7584618699999996,2.7605618699999996,2.9013618699999997,2.9099618699999996,5.30496187,5.82886187,6.266961869999999,6.93596187,7.08606187,7.31406187,7.847861869999999,8.36736187,8.82146187,8.84166187,8.99016187,9.021761869999999,9.12166187,9.27206187,9.39426187,9.62296187,9.66796187,9.71176187,9.76206187,10.26626187,10.30556187,10.37446187,10.53456187,10.77716187,10.785461869999999,10.982361869999998,11.04746187,11.078161869999999,11.14046187,11.27416187
0.0931226484070311,-15.71383813,-14.892538129999998,-14.84423813,-14.833138129999998,-14.684938129999999,-14.68433813,-5.474238130000001,-4.984738130000001,-4.557238130000001,-4.52403813,-4.509238130000001,-4.4941381300000005,-4.18323813,-4.16973813,-4.107538130000001,-3.3622381300000006,-3.2918381300000004,-3.27253813,-2.5082381300000005,-2.3047381300000005,-2.22493813,-2.1195381300000005,-2.01223813,-1.9551381300000008,-1.3157381300000006,-0.9878381300000001,-0.9757381300000008,-0.83923813,-0.72263813,-0.7153381300000001,0.9705618699999996,0.9747618699999996,1.2380618699999997,1.2601618699999997,5.197661869999999,5.81676187,6.258761869999999,6.7924618699999995,6.9551618699999995,7.19476187,7.23236187,8.28606187,8.43076187,8.51086187,8.67396187,8.86276187,9.00526187,9.00996187,9.26346187,9.59566187,9.64326187,9.65616187,9.74556187,9.95376187,10.14406187,10.15316187,10.44956187,10.47206187,10.53336187,10.73336187,10.86106187,10.89346187,11.015761869999999,11.15816187,-15.70603813,-14.92223813,-14.87213813,-14.861838129999999,-14.709638129999998,-14.70923813,-5.23913813,-4.717938130000001,-4.35933813,-4.323338130000001,-4.240838130000001,-4.20173813,-3.9941381300000005,-3.697138130000001,-3.68023813,-3.0676381300000006,-2.93943813,-2.91773813,-2.4530381300000004,-2.2482381300000007,-2.0219381300000006,-1.99093813,-1.9246381300000008,-1.8745381300000004,1.5961618699999995,1.6782618699999996,1.7059618699999994,1.7719618699999997,1.9045618699999998,1.9155618699999994,2.7585618699999994,2.7613618699999996,2.88946187,2.9079618699999994,5.3343618699999995,5.848161869999999,6.286961869999999,6.96876187,7.11186187,7.344761869999999,7.838961869999999,8.38346187,8.720161869999998,8.72576187,8.89776187,9.027961869999999,9.13436187,9.33646187,9.37456187,9.626061870000001,9.69796187,9.715261869999999,9.87046187,10.18886187,10.31776187,10.34326187,10.555361869999999,10.70276187,10.71946187,10.81216187,10.934861869999999,10.99556187,11.08226187,11.20866187
0.1241635312093748,-15.704738129999999,-14.889538129999998,-14.854738130000001,-14.835038130000001,-14.686438129999999,-14.685438129999998,-5.471238130000001,-4.9808381299999995,-4.56063813,-4.521438130000001,-4.50063813,-4.496238130000001,-4.1904381299999995,-4.16493813,-4.112838130000001,-3.36583813,-3.2555381300000006,-3.2377381300000003,-2.51683813,-2.3318381300000004,-2.2503381300000003,-2.09183813,-2.0670381300000003,-1.9672381300000001,-1.3014381300000002,-0.9944381300000007,-0.9737381300000001,-0.8310381300000005,-0.71653813,-0.7026381300000004,0.9709618699999996,0.9772618699999995,1.2192618699999995,1.2566618699999994,5.24196187,5.84286187,6.28726187,6.8465618699999995,6.988361869999999,7.189961869999999,7.26336187,8.26916187,8.36816187,8.406061869999998,8.57276187,8.86976187,9.02466187,9.06086187,9.227561869999999,9.540161869999999,9.63266187,9.70146187,9.83916187,9.84456187,10.13266187,10.15966187,10.41726187,10.43686187,10.49796187,10.58006187,10.746061869999998,10.78146187,10.950061869999999,11.09066187,-15.697238129999999,-14.91913813,-14.882138129999998,-14.863838129999998,-14.711038129999999,-14.71033813,-5.23663813,-4.71523813,-4.36233813,-4.298938130000001,-4.264638130000001,-4.20943813,-3.961238130000001,-3.7110381300000004,-3.6812381300000006,-3.042038130000001,-2.9370381300000004,-2.9016381300000003,-2.4499381300000005,-2.25463813,-2.04003813,-1.9835381300000003,-1.9659381300000005,-1.8824381300000006,1.5857618699999998,1.6840618699999994,1.7170618699999998,1.7725618699999997,1.9013618699999997,1.9199618699999994,2.7588618699999996,2.7624618699999997,2.87386187,2.9051618699999997,5.37486187,5.87466187,6.315061869999999,7.0119618699999995,7.14796187,7.388961869999999,7.825261869999999,8.40356187,8.59916187,8.62526187,8.78776187,9.047761869999999,9.14306187,9.28836187,9.43266187,9.57186187,9.70436187,9.79146187,9.994261869999999,10.07126187,10.32726187,10.332761869999999,10.50746187,10.585761869999999,10.62126187,10.74566187,10.82846187,10.92206187,11.00726187,11.119561869999998
0.1552044140117185,-15.693238130000001,-14.88583813,-14.868138129999998,-14.83733813,-14.688238129999998,-14.686938129999998,-5.46703813,-4.976338130000001,-4.564838130000001,-4.53243813,-4.49973813,-4.47383813,-4.202038130000001,-4.159338130000001,-4.1130381300000005,-3.36893813,-3.2128381300000006,-3.1977381300000003,-2.5314381300000006,-2.35633813,-2.28243813,-2.130438130000001,-2.0651381300000002,-1.9794381300000001,-1.2854381300000002,-1.0028381300000007,-0.9725381300000002,-0.8217381300000008,-0.7097381300000007,-0.6870381300000004,0.9713618699999995,0.9802618699999996,1.1971618699999995,1.2520618699999995,5.297461869999999,5.875561869999999,6.32366187,6.91276187,7.03056187,7.18226187,7.304461869999999,8.195661869999999,8.29286187,8.37156187,8.465461869999999,8.86096187,9.049161869999999,9.073561869999999,9.20366187,9.47066187,9.61916187,9.73726187,9.74656187,9.90876187,10.11856187,10.158861869999999,10.251861869999999,10.41246187,10.444261869999998,10.58866187,10.62896187,10.68896187,10.87816187,11.007161870000001,-15.68613813,-14.915238129999999,-14.89493813,-14.86623813,-14.712838129999998,-14.71183813,-5.233138130000001,-4.712038130000001,-4.365938130000001,-4.288138130000001,-4.26933813,-4.216438130000001,-3.9270381300000006,-3.72713813,-3.6824381300000004,-3.01873813,-2.9267381300000004,-2.8821381300000004,-2.446738130000001,-2.26293813,-2.0784381300000003,-2.0007381300000002,-1.9754381300000006,-1.8901381300000004,1.5761618699999995,1.6908618699999995,1.7171618699999995,1.7829618699999994,1.8976618699999994,1.9251618699999997,2.75916187,2.7638618699999995,2.8557618699999994,2.9015618699999997,5.42576187,5.90816187,6.35106187,7.06336187,7.194161869999999,7.4471618699999995,7.80536187,8.418061869999999,8.47116187,8.54576187,8.67386187,9.07386187,9.11716187,9.24626187,9.46936187,9.506661869999999,9.73916187,9.84776187,9.94456187,10.105661869999999,10.29206187,10.32006187,10.32266187,10.52566187,10.60936187,10.715261869999999,10.72516187,10.87486187,10.928861869999999,11.04296187
0.1862452968140622,-15.679238129999998,-14.88413813,-14.88153813,-14.83973813,-14.69043813,-14.68893813,-5.46153813,-4.97153813,-4.56983813,-4.541938130000001,-4.50493813,-4.443738130000001,-4.217938130000001,-4.153138130000001,-4.105938130000001,-3.37193813,-3.1655381300000007,-3.1539381300000002,-2.55413813,-2.37653813,-2.32363813,-2.1953381300000006,-2.04113813,-1.9891381300000006,-1.26913813,-1.01223813,-0.97263813,-0.8121381300000001,-0.7030381300000004,-0.6692381300000001,0.9720618699999997,0.9838618699999997,1.1730618699999997,1.2464618699999996,5.36316187,5.91466187,6.36816187,6.98826187,7.080961869999999,7.17066187,7.35676187,8.10916187,8.175861869999999,8.35546187,8.398261869999999,8.81656187,9.058461869999999,9.07846187,9.19826187,9.39456187,9.590361869999999,9.668161869999999,9.75986187,9.90016187,10.03836187,10.148361869999999,10.15236187,10.38946187,10.43006187,10.52456187,10.62126187,10.62766187,10.806861869999999,10.92366187,-15.67263813,-14.910738129999999,-14.91013813,-14.86883813,-14.71483813,-14.71383813,-5.22823813,-4.7087381299999995,-4.36993813,-4.31003813,-4.23763813,-4.2197381300000005,-3.8943381300000004,-3.7430381300000004,-3.6840381300000002,-3.0064381300000003,-2.9014381300000007,-2.8603381300000006,-2.4437381300000007,-2.27363813,-2.1419381300000007,-2.0220381300000003,-1.9677381300000008,-1.89603813,1.5672618699999994,1.6981618699999994,1.7076618699999995,1.8012618699999998,1.8937618699999996,1.9309618699999995,2.7596618699999995,2.7657618699999995,2.8359618699999993,2.8971618699999997,5.48636187,5.94806187,6.39486187,7.12086187,7.2501618699999995,7.51976187,7.777761869999999,8.34376187,8.38986187,8.521661869999999,8.55956187,9.03126187,9.10536187,9.24626187,9.434861869999999,9.48026187,9.78336187,9.829661869999999,9.873861869999999,10.08306187,10.12196187,10.30656187,10.32856187,10.49346187,10.61126187,10.62266187,10.71826187,10.84746187,10.85666187,10.96176187
0.21728617961640592,-15.66303813,-14.90263813,-14.87673813,-14.842138129999999,-14.692938129999998,-14.691338129999998,-5.454938130000001,-4.966538130000001,-4.575638130000001,-4.548138130000001,-4.51173813,-4.41203813,-4.23683813,-4.1458381300000005,-4.091438130000001,-3.37543813,-3.1154381300000002,-3.1084381300000006,-2.58613813,-2.3916381300000005,-2.37843813,-2.2522381300000003,-2.023738130000001,-1.9915381300000004,-1.25423813,-1.0215381300000006,-0.9743381300000005,-0.8026381300000001,-0.6969381300000004,-0.6499381300000007,0.9727618699999998,0.9876618699999997,1.1485618699999995,1.2397618699999997,5.43816187,5.9597618699999995,6.42036187,7.07006187,7.133761869999999,7.15896187,7.42136187,8.027761869999999,8.05786187,8.24486187,8.42946187,8.73146187,9.04086187,9.111661869999999,9.19506187,9.31556187,9.524961869999998,9.65636187,9.71106187,9.83196187,9.85486187,10.128561869999999,10.21306187,10.33476187,10.42166187,10.462461869999998,10.59996187,10.65936187,10.73916187,10.83546187,-15.65703813,-14.927938130000001,-14.90563813,-14.871538130000001,-14.717238129999998,-14.71633813,-5.22213813,-4.705238130000001,-4.37463813,-4.329438130000001,-4.22683813,-4.195838130000001,-3.8695381299999996,-3.7521381300000005,-3.6857381300000007,-3.0062381300000007,-2.8618381300000006,-2.8371381300000005,-2.4412381300000003,-2.28773813,-2.22033813,-2.03743813,-1.96003813,-1.8993381300000003,1.5588618699999994,1.6931618699999995,1.7053618699999995,1.8226618699999997,1.8898618699999994,1.9371618699999997,2.7604618699999994,2.7680618699999995,2.81556187,2.8920618699999996,5.5557618699999995,5.99426187,6.44646187,7.18286187,7.315861869999999,7.60566187,7.74076187,8.21876187,8.32166187,8.44666187,8.55026187,8.918261869999998,9.14176187,9.25766187,9.360361869999998,9.47196187,9.698661869999999,9.82696187,9.86226187,9.91876187,10.01196187,10.28336187,10.40406187,10.468461869999999,10.56366187,10.58486187,10.74796187,10.79726187,10.822061869999999,10.873861869999999
0.2483270624187496,-15.64473813,-14.92353813,-14.87193813,-14.844038130000001,-14.695638129999999,-14.694238129999999,-5.447338130000001,-4.961338130000001,-4.582238130000001,-4.55013813,-4.519738130000001,-4.380438130000001,-4.257638130000001,-4.13703813,-4.06973813,-3.38003813,-3.0647381300000003,-3.063738130000001,-2.6268381300000003,-2.44863813,-2.4008381300000003,-2.29533813,-2.0186381300000003,-1.9808381300000004,-1.2427381300000002,-1.0292381300000004,-0.9777381300000005,-0.7936381300000006,-0.6919381300000005,-0.6299381300000002,0.9737618699999997,0.9911618699999996,1.1253618699999994,1.2319618699999997,5.52136187,6.010461869999999,6.48026187,7.12406187,7.15516187,7.20956187,7.49916187,7.940361869999999,7.95666187,8.13506187,8.44746187,8.634461869999999,9.012561869999999,9.146861869999999,9.18996187,9.23736187,9.47076187,9.59366187,9.60546187,9.69796187,9.81026187,10.102461869999999,10.23896187,10.261061869999999,10.40516187,10.44596187,10.59616187,10.669561869999999,10.69636187,10.755061869999999,-15.639238129999999,-14.94793813,-14.900438130000001,-14.87383813,-14.71973813,-14.71933813,-5.2148381299999995,-4.70163813,-4.38083813,-4.34493813,-4.224238130000001,-4.15823813,-3.8638381300000004,-3.74313813,-3.6874381300000003,-3.0132381300000004,-2.814138130000001,-2.8138381300000006,-2.43943813,-2.3089381300000005,-2.3036381300000004,-2.05113813,-1.95163813,-1.89983813,1.5507618699999997,1.6759618699999996,1.7118618699999995,1.8447618699999997,1.8865618699999995,1.9435618699999995,2.7614618699999998,2.7708618699999996,2.7955618699999993,2.8862618699999993,5.6331618699999995,6.0462618699999995,6.505661869999999,7.24836187,7.390461869999999,7.6937618699999994,7.70206187,8.098661869999999,8.247461869999999,8.33636187,8.59536187,8.799261869999999,9.182061869999998,9.25866187,9.285661869999998,9.43226187,9.59406187,9.72256187,9.78746187,9.90706187,9.92086187,10.25426187,10.37906187,10.46216187,10.53836187,10.584261869999999,10.72326187,10.777861869999999,10.79866187,10.82736187
0.2793679452210933,-15.624338129999998,-14.94643813,-14.867938129999999,-14.84463813,-14.69843813,-14.697738130000001,-5.439038130000001,-4.955838130000001,-4.58963813,-4.547238130000001,-4.52803813,-4.35103813,-4.27933813,-4.12563813,-4.04163813,-3.3862381300000006,-3.02443813,-3.0146381300000007,-2.67453813,-2.5250381300000004,-2.40593813,-2.3264381300000005,-2.0182381300000003,-1.9649381300000002,-1.2362381300000003,-1.0339381300000001,-0.9824381300000002,-0.78513813,-0.6885381300000004,-0.6102381300000008,0.9749618699999996,0.9931618699999998,1.1053618699999994,1.2233618699999997,5.611861869999999,6.066561869999999,6.5477618699999995,7.091261869999999,7.24086187,7.2802618699999995,7.590261869999999,7.824961869999999,7.89826187,8.02696187,8.39556187,8.59616187,8.964061869999998,9.152961869999999,9.17336187,9.19006187,9.40216187,9.47216187,9.480661869999999,9.67856187,9.75276187,10.07176187,10.15676187,10.25406187,10.36216187,10.44326187,10.60196187,10.616261869999999,10.65536187,10.68726187,-15.619538129999999,-14.96983813,-14.895838129999998,-14.87483813,-14.723138129999999,-14.722238130000001,-5.206638130000001,-4.6976381300000005,-4.39003813,-4.354438130000001,-4.21763813,-4.119638130000001,-3.87853813,-3.7143381300000007,-3.6885381300000004,-3.0250381300000004,-2.79153813,-2.76263813,-2.4399381300000007,-2.3988381300000006,-2.32513813,-2.0639381300000004,-1.9411381300000006,-1.8986381300000001,1.5428618699999994,1.6572618699999997,1.7169618699999996,1.8662618699999998,1.8842618699999996,1.9500618699999994,2.7627618699999994,2.77246187,2.7782618699999997,2.8798618699999996,5.71766187,6.10376187,6.57246187,7.317361869999999,7.47296187,7.63806187,7.79716187,7.99246187,8.17056187,8.23026187,8.64776187,8.68676187,9.206861870000001,9.230661869999999,9.23586187,9.31816187,9.529361869999999,9.648461869999998,9.65026187,9.84576187,9.94346187,10.22116187,10.282461869999999,10.46516187,10.46926187,10.60056187,10.66126187,10.72966187,10.762861869999998,10.809761869999999
